id,station_name,stream_url,description,logo,genres,language,website,facebook,twitter,wikipedia,contact_address,contact_phone,contact_email,contact_additional,country_code
40345,"Radar FM",http://176.9.88.190:7202/;,"Rádio local sediada em Lisboa, focada na música alternativa/independente, nacional e internacional.",https://cdn.onlineradiobox.com/img/logo/3/19483.v5.png,"rock,indie,alternative",Portuguese,http://radarlisboa.fm/,https://www.facebook.com/radioradar,,,"Endereço: Rua Pêro da Covilhã, 36 - 1400-296 Lisboa","Telefone: +351 213 011 899","Email: geral@radarlisboa.fm",https://www.instagram.com/radar.97.8fm/,pt
40346,"Rádio Oxigénio",https://scast1.evspt.com/oxigenio_aac,"Rádio Oxigénio - Música para Respirar.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/1/19481.v11.png,"electronic,jazz,hip-hop,soul,funk",Portuguese,http://oxigenio.fm/,https://www.facebook.com/radiooxigenio/,,https://pt.wikipedia.org/wiki/Rádio_Oxigénio,"Endereço: Rua Pêro da Covilhã, 36 - 1400-296 Lisboa","Telefone: +351 21 301 1925","Email: geral@oxigenio.fm",https://www.instagram.com/oxigenio.fm/,pt
40347,"Rádio Nostalgia",http://centova.radios.pt:8435/;listen.pls,"Bons tempos, grandes canções.Rádio Nostalgia is a broadcast radio station in Lisbon, Portugal, providing Oldies music.",https://cdn.onlineradiobox.com/img/logo/8/19478.v3.png,"90s,80s,oldies",Portuguese,,https://www.facebook.com/rnostalgia,,https://pt.wikipedia.org/wiki/Rádio_Nostalgia,,,,,pt
40348,"Radio Promove Portugal",http://176.9.43.216:8308/;stream.nsv,"O que e Português e bom! Por isso venha ouvir boa musica Portuguesa.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/7/19507.v8.png,"talk,folk,culture",Portuguese,http://www.promoveportugal.org/,https://www.facebook.com/radiopromoveportugall/,,,"Endereço: Av Conselheiro Fernando de Sousa Nº 19 - 16 Direito  1070 - 070 - Lisboa - Portugal","Telefone: ( 00351 ) 913344650","Email: angelobarata@promoveportugal.org",https://www.instagram.com/promoveportugal/,pt
40349,"Cantinho da Madeira",http://109.71.41.6:8129/stream,"O Cantinho da Madeira nasceu no ano 2006 com o objetivo de promover a Região Autónoma da Madeira, em especial junto da comunidade portuguesa no mundo.",https://cdn.onlineradiobox.com/img/logo/7/19497.v1.png,"pop,folk",Portuguese,http://www.cantinhodamadeira.pt/,https://www.facebook.com/cantinhodamadeira1,https://twitter.com/cantinhomadeira,,"Endereço: PO BOX 4252 EC Calouste Gulbenkian 9001-801 Funchal",,"Email: cantinhodamadeira@gmail.com","https://www.youtube.com/user/TheCantinhodamadeirahttps://www.instagram.com/cantinhodamadeira2018/",pt
40350,"Antena 2",http://radiocast.rtp.pt/antena280a.mp3,"Antena 2 Canal de rádio da Rádio e Televisão de Portugal dedicado à cultura, artes e ciências, e à divulgação de música clássica, jazz, etc...
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/6/45586.v5.png,"pop,blues,jazz,talk",Portuguese,http://www.rtp.pt/antena2/,https://www.facebook.com/antena2,https://twitter.com/antena2rtp,https://pt.wikipedia.org/wiki/Antena_2,"Endereço: Av. Marechal Gomes Costa, 37, Piso 3A, Lisbon, Portugal","Telefone: +351 21 382 0015","Email: rdp.antena2@rtp.pt","Telefone Geral 00 351 213 820 000 Fax Geral 00 351 213 820 199 https://www.instagram.com/antena2rtp/",pt
40351,"ROXX 2 METAL",http://listen.radionomy.com/roxx2metal,"Roxx 2 Metal Radio transmite 24 horas por dia 7 dias da semana música dos anos 70 até ao presente, do rock ao metal passando pelo hard rock e heavy metal.",https://cdn.onlineradiobox.com/img/logo/0/19530.v1.png,"rock,metal",Portuguese,http://roxx2radio.blogspot.pt/,https://www.facebook.com/roxx2metal/,https://twitter.com/roxx2metal,,,,,,pt
40352,"Rádio Meo Sudoeste",http://centova.radios.pt:8495/;,"A Zambujeira no ar.
A Rádio Meo Sudoeste nasceu na sequência d famoso festival de Verão como o mesmo nome, que ocorre todos os anos na Zambujeira do Mar com o patrocínio da Meo. Transmite música e conteúdos informativos relacionados com música, entre outros.",https://cdn.onlineradiobox.com/img/logo/8/20228.v1.png,"pop,reggae",Portuguese,http://radiomeomusic.meo.pt/,https://www.facebook.com/RadioMEOSudoeste/,,,"Endereço: Rua Viriato, 25 – 4º/6º - 1050 – 234 Lisboa","Telefone: 210 105 765","Email: info@radiomeomusic.pt","Fax: 210105769https://www.instagram.com/radiomeosudoeste/",pt
40353,"Radio Voz de Santo Tirso",http://213.136.92.8:8034/;,"Rádio Generalista com uma programação diversificada, promovemos a interactividade com o auditório através de conversas, passatempos, acções de rua, pedidos musicais e muita música!
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/1/20251.v1.png,"pop,news,talk",Portuguese,https://www.radiovozsantotirso.pt/,https://www.facebook.com/radiovozsantotirso/,https://twitter.com/radiosantotirso,,"Endereço: Rua Sacadura Cabral N 146, Santo Tirso","Telefone: +351 760 450 180, +351 252 850 209","Email: geral@radiovozsantotirso.pt",https://www.instagram.com/radiovozdesantotirso,pt
40354,Cidade,http://mcrscast.mcr.iol.pt/cidadefm,"Cidade FM é uma rádio portuguesa que emite essencialmente música dos top&#39;s nacionais e internacionais. A aposta desta emissora é, sobretudo, para as camadas mais jovens. É a rádio mais ouvida pelos Jovens dos 18 aos 24 anos.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/1/71601.v3.png,"pop,talk,hits",Portuguese,http://cidade.iol.pt/,,https://twitter.com/cidade,https://pt.wikipedia.org/wiki/Cidade_(rádio),"Endereço: Rua Sampaio e Pina nº 24 1099-044 Lisboa","Telefone: 21 382 15 00",,"WhatsApp: 911911978",pt
40355,"The VIBE - Dancefloor Radio",http://178.32.239.25:8021/stream,"Playing the hottest remixes, EDM and house music! Listen now to The VIBE - Dancefloor Radio!",https://cdn.onlineradiobox.com/img/logo/6/19266.v3.png,"dance,electronic,house,top40",Portuguese,http://vibe.pt/,https://www.facebook.com/thevibept/,https://twitter.com/thevibept,,"Endereço: Rua da Quinta do Amieiro de Baixo, 6000-129 Castelo Branco, Portugal",,"Email: radio@vibe.pt",,pt
40356,"Radio Clube De Arganil",http://178.32.239.25:8127/stream,"RÁDIO CLUBE DE ARGANIL – A VOZ DA BEIRA SERRA
A nossa programação tem uma incidência fundamentalmente local pois são as nossas populações o nosso público-alvo.
Destaca-se a música portuguesa, divulgam-se as nossas tradições, os nossos eventos, a nossa cultura, o nosso folclore, a nossa etnografia, a nossa gastronomia e o desporto.
Somos a voz da Beira Serra que levamos bem longe, criando grandes elos de amizade desde Aveiro a Viseu, da Figueira a Pombal.",https://cdn.onlineradiobox.com/img/logo/9/19299.v3.png,"pop,news,folk",Portuguese,http://www.rcarganil.pt/,https://www.facebook.com/radioarganil/,https://twitter.com/RadioCArganil,,"Endereço: Avenida das Forças Armadas – Apartado 25 3304-909 Arganil","Telefone: +351 235 200 572/4","Email: geral@rcarganil.pt",,pt
40357,"Radio Linear",http://213.136.92.8:8022/;,"A Rádio Linear é a rádio de Vila do Conde, distrito do Porto. A sua programação é bastante variada, mas da mesma podem destacar-se Hora Desportiva, Sucessos Linear e o Diário de Vila do Conde, entre outros programas.
A rádio de Vila do Conde",https://cdn.onlineradiobox.com/img/logo/4/20254.v1.png,"pop,news,talk",Portuguese,http://radiolinear.pt/,https://www.facebook.com/Rádio-Linear-1746862245554282/,,,"Endereço: Rua das Donas, n.º 3 4480-910 Vila do Conde","Telefone: 252 642 426/7/8/9","Email: radiolinear@gmail.com","Fax: 252 642 303",pt
40358,"Radio Clube de Armamar",http://213.136.92.8:8002/;,"Rádio Clube de Armamar - Produções Radiofónicas, Lda.Avenida Dr. Antão Carvalho nº11 sala C.Radio Clube de Armamar is a broadcast radio station from Viseu, Portugal providing Portuguese music, news and information.",https://cdn.onlineradiobox.com/img/logo/4/19404.v5.png,"pop,news,folk",Portuguese,http://www.radioarmamar.com/,https://www.facebook.com/radioarmamar,,,"Endereço: Avenida Dr. Antão Carvalho nº11 sala C 5050-224 PESO DA RÉGUA","Telefone: +351 254 10 58 28","Email: geral@radioarmamar.com",,pt
40359,"Kiss Fm 101.2",http://213.239.218.99:7027/stream,"Love Music, Love Kiss Fm keep it kiss!Kiss FM Algarve is a broadcast radio station from Albufeira, Portugal providing Top 40/Pop Hits music.",https://cdn.onlineradiobox.com/img/logo/2/19182.v2.png,"pop,top40",Portuguese,http://www.kissfm.pt/,https://www.facebook.com/kissfmportugal,,https://en.wikipedia.org/wiki/Kiss_FM_(Portugal),"Endereço: Rua do Pacífico, lote 25/26/27, 8200-166 Albufeira, Portugal","Telefone: +351 289 587 705","Email: geral@kissfm.pt",,pt
40360,"Evolução Radio",http://5.9.14.150:9306/stream,"Venha ouvir a Evolução Rádio, a melhor forma de começar e terminar o seu dia.",https://cdn.onlineradiobox.com/img/logo/7/70657.v10.png,"rock,pop,romantic",Portuguese,http://www.evolucao.radio.fm/,,,,"Endereço: Estrada das Aguas Livres","Telefone: 930504144","Email: comercial@evolucao.radio.fm","https://www.instagram.com/evolucaoradiofm/claudiocosta@evolucao.radio.fm",pt
40361,"Radio Sim",http://62.48.143.113/RADIO_SIM_SC,"A Rádio Do Seu Tempo !
A Rádio Sim está presente no distrito de Santarém através da Rádio Sim Rio Maior. A sua programação, direcionada para ouvintes a partir da meia idade, vai desde música “de outros tempos” a conteúdos informativos e religiosos.",https://cdn.onlineradiobox.com/img/logo/7/20077.v1.png,"pop,news,80s,70s,60s,50s",Portuguese,http://radiosim.sapo.pt/Detalhe.aspx,https://www.facebook.com/radio.sim,,https://pt.wikipedia.org/wiki/Rádio_Sim_(Renascença),"Endereço: Quinta do Bom Pastor, Estrada da Buraca 8-12, 1549-025 Lisboa","Telefone: 213 239 200","Email: mail@radiosim.pt",,pt
40362,"Vodafone FM",http://195.23.102.207/vodafone,"Sabe tudo sobre as iniciativas da Vodafone na música e partilha os teus comentários, fotos e vídeos.A Vodafone tem tentado oferecer o melhor da música, do entretenimento e do espetáculo, mas é tempo de colocar a bola do teu lado, dando voz a quem se quer fazer ouvir. Hoje, mais do que falar contigo, é isso que queremos: ouvir o que tu tens para nos dizer.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/1/19541.v1.png,"rock,pop,top40,adult contemporary",Portuguese,http://www.vodafone.fm/,https://www.facebook.com/VodafoneFM,https://twitter.com/vodafonept,https://pt.wikipedia.org/wiki/Vodafone_FM,"Endereço: Rua Sampaio e Pina nº 24, 1099-044 Lisboa",,"Email: geral.vodafonefm@mcr.iol.pt","https://www.instagram.com/vodafonefm/https://www.youtube.com/user/VodafoneFM",pt
40363,"Radio Guadiana",http://176.9.88.190:9844/;,"Localizada em Vila Real de Santo António, no Algarve, a Rádio Guadiana é uma rádio local, que emite 24 h por dia. Além de conteúdos musicais, culturais e de entretenimento, a emissora dá um grande destaque aos conteúdos informativos.",https://cdn.onlineradiobox.com/img/logo/9/20139.v1.png,"pop,talk,folk",Portuguese,http://www.radioguadiana.pt/,https://www.facebook.com/radio.guadiana.1/,,,"Endereço: Av da República, nº 64, Vila Real de Santo António, Portugal","Telefone: 281 512 337","Email: geral@radioguadiana.pt","Telefones 281 513 861 - 281 541 079 - 281 541 767 Fax 281 512 338 Telemóvel 91 784 35 34  - 96 922 77 33  guadiana.musicas@gmail.com https://www.youtube.com/user/Guadianafm",pt
40364,"RDP Internacional",http://radiocast.rtp.pt/rdpint80a.mp3,"A RDP Internacional é o grande elo de ligação dos portugueses no Mundo. 
Através das suas emissões, todos, em qualquer ponto, podem aceder instantaneamente ao contacto com Portugal, seja através Onda Curta,Satélite, FM ou internet.


	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/8/45588.v2.png,"pop,news,talk",Portuguese,http://www.rtp.pt/rdpinternacional/,https://www.facebook.com/rdpinternacional,https://twitter.com/rtppt,https://en.wikipedia.org/wiki/RDP_Internacional,"Endereço: Av. Marechal Gomes da Costa, nº 37 1849-030 Lisboa","Telefone: +351 217 947 000","Email: rdp.internacional@rtp.pt","Desporto: + 351 213 820 094Trânsito: + 351 800 210 101FAX:Geral: + 351 213 873 972Desporto: + 351 213 873 985",pt
40365,"Radio Festival",http://radiosmadeira.net:8012/;stream.mp3/;,"A Rádio Festival Madeira, 98.4 FM, é uma Rádio local Madeirense do Concelho da Ribeira Brava e pertence ao grupo Rádios Madeira. 95% da Música que passa é Portuguesa, desde a mais popular e ligeira.

É atualmente a rádio mais ouvida da Região Autónoma da Madeira. Com o slogan: “Sempre em Festa”.",https://cdn.onlineradiobox.com/img/logo/9/19719.v2.png,"pop,news,entertainment",Portuguese,http://festival.radiosmadeira.pt/,https://www.facebook.com/RFestival98.4/,,,"Endereço: Avenida Estados Unidos da América n º 146 a 150 9000-090 Funchal, Madeira, Portugal","Telefone: +351 291 762 984","Email: radiofestival98.4@gmail.com",,pt
40366,"The Flash Radio",http://hts03.kshost.com.br:8470/live,"Desde 2007 a TFR sempre esteve no ar, no endereço: www.theflashradio.com Até hoje já passaram por aqui vários DJ´s, produtores, artistas independentes. Além de coberturas on line de vários eventos, Podcasts, mixagens ao vivo, prêmios e muito mais. Se você é DJ ou Produtor, nos envie seu trabalho para executarmos. Estamos no ar 24 horas por dia, 7 dias por semana.",https://cdn.onlineradiobox.com/img/logo/2/19742.v1.png,"dance,electronic",Portuguese,http://www.theflashradio.com/,https://www.facebook.com/theflashradio.e/,,,,"Telefone: 13991429535","Email: theflashradio@hotmail.com",,pt
40367,"Diana FM",http://centova.radio.com.pt:9460/stream/;,"Fundada em 1986 por um grupo de eborenses, a DianaFm tem por objectivo principal dotar Évora e o Alentejo de uma rádio com uma programação de qualidade.A emitir de Évora, em FM, na frequência de 94.1 MHz, orgulha-se de, a par de uma forte componente informativa e de debate de opiniões sobre a realidade local, do país e do mundo, oferecer aos seus ouvintes, uma selecção musical criteriosa e diversificada.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/4/19164.v1.png,"news,talk,sports",Portuguese,http://www.dianafm.com/,https://www.facebook.com/rdianafm,https://twitter.com/radiodianafm,,"Endereço: Maré - EE08, 7005-873 Évora, Alentejo PORTUGAL","Telefone: 266 700 333","Email: geral@dianafm.com","FAX : 266 700 555EMAIL REDACÇÃO : noticias@dianafm.comEMAIL COMERCIAL : comercial@dianafm.com",pt
40368,"Noite FM",http://live.noite.pt:8080/;,"Noite.fm - A tua Rádio on-line, as melhores musicas .",https://cdn.onlineradiobox.com/img/logo/4/19514.v2.png,"electronic,pop,folk",Portuguese,http://www.noite.fm/,https://www.facebook.com/noitefm/,,,,,"Email: radio@noite.pt",,pt
40369,"Radio Nove3cinco",http://centova.radios.pt:9522/;listen.pls/;,"Listen online to Rádio Nove3cinco in Braga, Portugal. A melhor programação pop-dance de Portugal.",https://cdn.onlineradiobox.com/img/logo/2/19962.v1.png,"dance,pop",Portuguese,http://www.nove3cinco.com/,https://www.facebook.com/radionove3cinco/,https://twitter.com/radionove3cinco,,"Endereço: Rua Engenheiro Albino Pinto da Silva 10 Póvoa de Lanhoso","Telefone: ( +351 ) 937 323 060","Email: radio@nove3cinco.com","Eventos/Festas:covinha@nove3cinco.com( +351 ) 933 821 435Comercial:( +351 ) 935 555 935https://www.instagram.com/nove3cinco/",pt
40370,"Radio Estrelas Do Norte",http://88.198.72.46:9858/;,"Do principat de Andorra a radio que fala em Portugues.
Somos Estrelas !!!Radio Estrelas Do Norte is an online radio station from Viana do Castelo, Portugal, providing Top 40-Pop music.",https://cdn.onlineradiobox.com/img/logo/3/19923.v1.png,"pop,top40",Portuguese,http://radioestrelasdonortead.com/,https://www.facebook.com/radioestrelasdonorte.estrelas,,,,,,,pt
40371,"Radio Posto Emissor do Funchal",http://centova.radios.pt:9422/;listen.pls,"A sua melhor companhia todo o dia, todos os dias!!!O Posto Emissor do Funchal, no ar desde 28 de Maio de 1948, é uma estação de rádio portuguesa com sede no Funchal, na Madeira. Tem dois canais com programação diferente: O Canal 1 em OM 1530 KHz, e o Canal 2 em FM 92.0 MHz.",https://cdn.onlineradiobox.com/img/logo/2/19412.v1.png,"pop,news,entertainment",Portuguese,http://pef.pt/sitepef/inicio/,,,https://pt.wikipedia.org/wiki/Posto_Emissor_do_Funchal,"Endereço: Rua Ponte São Lázaro, nº3,  9000-027 Funchal,  Ilha da Madeira,  Portugal","Telefone: 291 208 950","Email: radiopef@gmail.com","Secretaria e Publicidade: 291 230 393Redacção: 291 224 511noticiaspef@gmail.com",pt
40372,"Radio 94 FM",http://195.8.58.150:35022/;,"HIT MUSIC STATION.Radio 94 FM is a broadcast radio station from Leiria, Portugal providing Portuguese and Top 40/Pop music and information.",https://cdn.onlineradiobox.com/img/logo/3/19273.v1.png,"pop,news,folk,top40",Portuguese,http://www.radio94fm.pt/,https://www.facebook.com/radio94fm,https://twitter.com/radio94fm,,"Endereço: Av. Combatentes da Grande Guerra, Ed. Liz 10º piso, 2400-122 Leiria Leiria, Portugal","Telefone: +351 244 860 090","Email: geral@radio94fm.pt","Fax: + 351 - 244 860 098INFORMAÇÃO: informacao@radio94fm.pt",pt
40373,"Radio 5",http://centova.radio.com.pt:9438/stream/;,"A Rádio 5 assume-se fundamentalmente como um serviço local de radiodifusão, a emitir em 88.4 e 89FM na área do Grande Porto, Portugal. Emissão online (www.radio5.pt) para todo o mundo.A emissão é composta por programas musicais, serviços noticiosos, entrevistas e transmissões desportivas.
Tem como orientação global os princípios de liberdade e do pluralismo. São pilares da nossa orientação os direitos da pessoa e de interesse local, regional e nacional.",https://cdn.onlineradiobox.com/img/logo/0/19820.v1.png,"rock,pop,top40,adult contemporary",Portuguese,http://www.radio5.pt/,https://www.facebook.com/radio5porto,,,"Endereço: Av. Visconde de Barreiros, 89 - 5º, 4470 Porto, Portugal","Telefone: +351 22 943 9380","Email: geral@radio5.pt",,pt
40374,"Rádio Castelo Branco",http://centova.radios.pt:9462/;,"A Rádio Castelo Branco é uma das estações emissoras mais antigas da região. Com 30 anos de existência herda a história, a experiência da Rádio Beira Interior, a qual foi fundada em 1987, ainda como rádio pirata. Hoje é detida pela empresa RACAB – Rádio Castelo Branco, Lda, com sede em Castelo Branco.


	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/7/20177.v1.png,"pop,folk",Portuguese,http://www.radiocastelobranco.pt/,https://www.facebook.com/radiocastelobranco,https://twitter.com/RACAB_92FM,,"Endereço: Avenida 1º de Maio, nº 89, 1º Esq. 6000-086 Castelo Branco","Telefone: 272 347 346","Email: racabgeral@gmail.com","Telephone: 272 321 050 Telemóvel: 96 97 69 492Emails: racabcomercial@gmail.com , racabgerencia@gmail.com  https://www.instagram.com/radiocastelobranco/https://www.youtube.com/channel/UCOke0Xnx-s7I5zQJI7DQPWQ",pt
40375,"Radio Popular Afifense",http://centova.radios.pt:8471/stream/;,"A Rádio Popular Afifense é uma estação emissora de rádio local. Emite ininterruptamente em FM na frequência 87,6 MHz para os concelhos de Viana do Castelo e Caminha a partir dos estúdios de Afife.",https://cdn.onlineradiobox.com/img/logo/0/19920.v1.png,"pop,news,entertainment",Portuguese,"http://www.radios.pt/portalradio/radios/radio popular afifense",https://www.facebook.com/Rádio-Popular-Afifense-745394328934197/,,https://pt.wikipedia.org/wiki/Rádio_Popular_Afifense,"Endereço: Caminho do Cruzeiro, n.º 87 4900-012 Afife - Viana do Castelo","Telefone: +351 967 061 751","Email: radio.afifense@sapo.pt",,pt
40376,"Radio Marginal",http://centova.radios.pt:8499/;listen.pls,"A Música mais perto do mar. Listen online to Radio Marginal 98.1 in Lisboa, Portugal.",https://cdn.onlineradiobox.com/img/logo/1/19411.v2.png,jazz,Portuguese,http://www.marginal.fm/,https://www.facebook.com/radiomarginal/,,,"Endereço: Rua Viriato, Nº25, 6ºD - 1050-234 Lisboa","Telefone: 210 105 742","Email: geral@marginal.fm","Publicidade : publicidade@marginal.fm",pt
40377,"Radio Gospel Geração Adoradora",http://server01.stmsg.com.br:28072/;stream.nsv,"Ha 1 ano, espalhando o melhor desta vida, JESUS.",https://cdn.onlineradiobox.com/img/logo/3/55903.v10.png,"christian,gospel",Portuguese,http://webradiogospelgeracaoadoradora.ml/,https://www.facebook.com/webradiogospelgeracaoadoradora,https://twitter.com/wgeracaoadorado,,,"Telefone: (+351) 93 2116830","Email: rc.alfa.eomega.publico@gmail.com",https://www.instagram.com/gospelgeracaoadoradora/,pt
40378,"Rádio Portuense Online",http://88.198.72.46:9848/;,"Radio Portuense-A Voz da Invicta!NO AR: Eventos da Cidade, Música, Futebol Direto, Convidados !!Somos uma Rádio comunitária online, (Rádio Portuense) sem quaisquer fins lucrativos, e o nosso objetivo é divulgar eventos, personalidades, locais das mais variadas áreas culturais do Grande Porto
Uma rádio Invicta
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/9/19819.v1.png,"news,talk,sports,portuguese",Portuguese,http://radioportuense.com/,https://www.facebook.com/radioportuenseonline,https://twitter.com/Radio_Portuense,,"Endereço: Rua de Cedofeita 451, 4050 Porto, Portugal","Telefone: 223287585 | 917835831 | 913112723","Email: geral@radioportuense.com",https://www.youtube.com/channel/UCn4HdSvtyD13g0x86Z2l7Mw,pt
40379,"Radio Utopia",http://109.71.41.6:8034/;stream/1,"A Rádio Utopia foi fundada em 12 de janeiro de 2007, e desde o primeiro momento a grande aposta centra-se na música Indie, Alternativa, Rock, e na divulgação da nova música Portuguesa, assim como uma maior interação com o público.Com os estúdios em Lagos, Algarve de onde transmite para Portugal e para todo o mundo em www.radioutopia.pt. A emissão também pode ser seguida em diversas plataformas, app (aplicações móveis), e redes sociais.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/7/19227.v1.png,"rock,metal,hip-hop,alternative",Portuguese,http://www.radioutopia.pt/,https://www.facebook.com/radioutopia.pt,https://twitter.com/radioutopia,,,"Telefone: +351 924 366 130","Email: relacoes.publicas@radioutopia.pt",https://www.instagram.com/radioutopia.live/,pt
40380,"Rádio Ondas do Lima",http://centova.radios.pt:8407/stream,"A Rádio Ondas do Lima reger-se-á sempre pelo direito dos cidadãos a informar e ser informados e procurarem, em liberdade e no pluralismo, o esclarecimento de que necessitam para o exercício das suas opções, agindo sempre com rigor, isenção e objectividade, garantindo a independência política, religiosa e económica.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/2/19932.v1.png,"pop,news,folk",Portuguese,https://radio-ondas-do-lima.000webhostapp.com/,https://www.facebook.com/radio.ondasdolima,https://twitter.com/ondasdolima,,"Endereço: Rua General Norton de Matos 4990-118 Ponte de Lima Portugal.","Telefone: +351 258 900 300","Email: radio@ondasdolima.pt","Fax: 258 900 309",pt
40381,"Radio Clube de Alcoutim",http://radios.dotsi.pt:8020/;,"De Alcoutim para todo o Mundo.Radio Clube de Alcoutim , RCA 94.40 FM - Emissão ON LINE www.rcasul.com",https://cdn.onlineradiobox.com/img/logo/9/19229.v2.png,"news,talk,folk",Portuguese,http://rcasul.com/,https://www.facebook.com/rcasulAlcoutim,,,"Endereço: 8970-017 ALCOUTIM","Telefone: 281 547 073","Email: rcasul94.3@gmail.com",,pt
40382,"Sagres Radio",http://176.61.144.80:9302/;type=mp3,"A Sagres fm, é uma rádio profissionalizada, que dispõe do mais sofisticado equipamento de radiodifusão, que permite oferecer aos seus ouvintes uma emissão de alta qualidade, desde o Barlavento Algarvio ao Sotavento, até .
Com uma forte implantação no Barlavento, e Sagres fm já se afirmou na região, sendo uma referência de valor acrescentado.",https://cdn.onlineradiobox.com/img/logo/6/19206.v3.png,"dance,easy listening",Portuguese,http://www.sagresfm.pt/,https://www.facebook.com/Radio-SAGRES-fm-158301140886031/,,,"Endereço: Sítio do Troto 8135-030 - Almancil","Telefone: +351 289 396 065","Email: sagresfm@sagresfm.pt","radio@sagresfm.ptTelémovel: +351 910 605 0432º Telémovel: 917373492",pt
40383,"Radio Valdevez",http://centova.radios.pt:9508/stream/;,"A RÁDIO VALDEVEZ foi fundada no dia 13 de Outubro de 1987.
Emite em dupla frequência desde Arcos de Valdevez, Portugal, em 96.4 FM e 100.8 FM para todo o Alto e Baixo Minho e Sul da Galiza, e via Internet para todo o mundo em www.radiovaldevez.com",https://cdn.onlineradiobox.com/img/logo/5/19465.v2.png,"news,talk,sports",Portuguese,http://www.radiovaldevez.com/,https://www.facebook.com/Rádio-Valdevez-Oficial-143943442326199/,,,"Endereço: Avenida Marginal - 4970 Arcos de Valdevez PORTUGAL","Telefone: +351 258 513 525","Email: geral@radiovaldevez.com",,pt
40384,"Radio Onda Viva",http://centova.radios.pt:9524/stream/;,"Rádio Onda Viva - Líder de audiências.A Rádio Onda Viva é Líder de Audiências no Litoral Norte, dados confirmados pelos estudos da Marktest e da Domp.Rádio Generalista com uma programação diversificada, promovemos a interactividade com o auditório através de conversas, passatempos, acções de rua, pedidos musicais e muita música!
Por os nossos ouvintes fazem parte da nossa equipa: contamos consigo todos os dias!
Obrigado por escolher a Onda Viva!",https://cdn.onlineradiobox.com/img/logo/6/19926.v1.png,"pop,folk,adult contemporary",Portuguese,http://radioondaviva.pt/,https://www.facebook.com/radioondaviva,,,"Endereço: Praça dos Combatentes,  15 - 4490-439 Póvoa de Varzim","Telefone: +351 252 299 570","Email: radioondaviva@sapo.pt",,pt
40385,"Radio Faial Açores",http://178.32.239.25:8016/;,"A Tua Voz, A Tua Radio...
A Rádio Faial, gerida e dirigida por Rui Pedro, está localizada na ilha do Faial, Região Autónoma dos Açores, e segue uma linha generalista e que prima pela intervenção na vida económico-social e cultural do meio em que se insere.",https://cdn.onlineradiobox.com/img/logo/8/20048.v2.png,"pop,news,folk",Portuguese,http://radiofaial.net/,https://www.facebook.com/radiofaial,https://twitter.com/RadioFaial,,"Endereço: Rua Visconde de Sant’anna nº 10  9900-118 Horta, Faial","Telefone: (+351) 913 836 699","Email: info@radiofaial.net",,pt
40386,"Radio Gilao",http://centova.radios.pt:9440/;listen.pls,"A RADIO DO SOTAVENTO.A Rádio Gilão, é uma instituição com quase 30 anos, de ricas e extraordinárias experiências.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/6/19236.v3.png,"pop,news,folk",Portuguese,http://www.radiogilao.com/,https://www.facebook.com/Rádio-Gilão-183622488344173/,https://twitter.com/RadioGilao,,"Endereço: Largo de Santana nº1 Tavira","Telefone: +351 281 320 240","Email: radiogilao@gmail.com","Fax: +351 281 325 523Email: radiogilao@net.vodafone.pthttps://www.youtube.com/channel/UCSa55N1XrvQBAAmrrqFdzhghttps://plus.google.com/+RGil%C3%A3oTavira",pt
40387,"Rádio Fóia",http://centova.radio.com.pt:8559/stream/;,"A Rádio Fóia C.R.L. é uma estação de rádio local com sede na vila de Monchique, na região do Algarve, em Portugal. É uma Cooperativa de Produtores de Serviços Radiofónicos, constituída em 7 de Maio de 1987. Emite em FM na frequência 97.1 MHz. O seu centro emissor está localizado na Fóia, no ponto mais alto da Serra de Monchique, o que lhe permite ter cobertura no Algarve, no Baixo Alentejo e até mesmo à Margem Sul do Tejo.
	Mostrar mais",https://cdn.onlineradiobox.com/img/logo/8/19228.v1.png,"news,talk,entertainment",Portuguese,http://radiofoia.pt/,https://www.facebook.com/radiofoia/,,https://pt.wikipedia.org/wiki/Rádio_Fóia,"Endereço: Rua de Santo António, 2-B,  8550-444 Monchique","Telefone: 282 912 835 – 282 913 216","Email: radiofoia@mail.telepac.pt","Estúdio: 282 912 961 – 282 912 962Telemóvel: 925 781 999",pt
